created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 22 05:43:17 +0000 2023;1,72E+18;@Aryprasetyo85 @ganjarpranowo @007koteka @03__nakula @__AnakKolong @aan_muba @al_lasan @Anak__Ogi @GunRomli @Marbot_Udien @Miduk17 @seruanhl Capres-Cawapres Ganjar Mahfud Sosok Pemimpin Visioner #GanjarMahfud2024  #GanjarMahfudGerakCepat  Beda dengan #GibranMenclaMencle https://t.co/X2v2RgYDiL;0;0;0;3;in;1,24E+18;1,72E+18;YudhaShanny2;https://twitter.com/YudhaShanny2/status/1715967037854581083
Sun Oct 22 05:36:51 +0000 2023;1,72E+18;Gerak Cepat Indonesia Maju Ganjar Pranowo &amp  Mahfud MD Pasangan Capres &amp  Cawapres Indonesia Terbaik  #GanjarMahfud2024 https://t.co/XRhc4uuGAO;0;0;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715965418404516209
Sun Oct 22 05:36:50 +0000 2023;1,72E+18;Gerak Cepat Indonesia Maju Ganjar Pranowo &amp  Mahfud MD Pasangan Capres &amp  Cawapres Indonesia Terbaik  #GanjarMahfud2024 https://t.co/OQjqO6tLdZ;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715965415632048145
Sun Oct 22 05:36:50 +0000 2023;1,72E+18;Gerak Cepat Indonesia Maju Ganjar Pranowo &amp  Mahfud MD Pasangan Capres &amp  Cawapres Indonesia Terbaik  #GanjarMahfud2024 https://t.co/PXk6er8wj0;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715965413132230667
Sun Oct 22 05:36:49 +0000 2023;1,72E+18;Gerak Cepat Indonesia Maju  Ganjar Pranowo &amp  Mahfud MD Pasangan Capres &amp  Cawapres Indonesia Terbaik  #GanjarMahfud2024 https://t.co/VVlJ02TOs5;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715965410611535880
Sun Oct 22 05:36:49 +0000 2023;1,72E+18;Gerak Cepat Indonesia Maju  Ganjar Pranowo &amp  Mahfud MD Pasangan Capres &amp  Cawapres Indonesia Terbaik  #GanjarMahfud2024 https://t.co/DBlENmgQE5;0;1;0;0;in;2278072611;1,72E+18;adriansk8s;https://twitter.com/adriansk8s/status/1715965407927160852
Sun Oct 22 05:36:33 +0000 2023;1,72E+18;Kisah yang penuh inspirasi ini dibagikan oleh Capres dari PDIP, Ganjar Pranowo, saat berpidato di Rapimnas PPP. Dalam pengakuannya, Ganjar mengungkapkan momen ketika seorang kiai memintanya untuk maju sebagai calon Presiden.  #SahabatGanjar #GanjarPranowo https://t.co/AH4mm8ZX5Q;0;0;7;14;in;2497018502;1,72E+18;125Japstyle;https://twitter.com/125Japstyle/status/1715965343229948019
Sun Oct 22 05:36:12 +0000 2023;1,72E+18;@KompasTV Ini maksudnya nyindir capres lain ?;0;1;0;0;in;57564910;1,72E+18;GALJARO;https://twitter.com/GALJARO/status/1715965255120294318
Sun Oct 22 05:35:47 +0000 2023;1,72E+18;Pemeriksaan Kesehatan Paslon Capres dan Cawapres Ganjar – Mahfud https://t.co/A8FJ5yUCcL https://t.co/yxnfEhWvgn;0;0;0;0;in;9,35E+17;1,72E+18;radarkotanews;https://twitter.com/radarkotanews/status/1715965151743189399
Sun Oct 22 05:35:35 +0000 2023;1,72E+18;Pasangan capres dan cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara pemuda di Pilpres 2024. Ganjar-Mahfud punya visi-misi yang sejalan kebutuhan muda bisa diterjemahkan menjadi program terukur dan rasional. #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang https://t.co/cFPRQMI9UN;0;0;0;0;in;1,57E+18;1,72E+18;Carolin19429239;https://twitter.com/Carolin19429239/status/1715965101688447431
Sun Oct 22 05:35:29 +0000 2023;1,72E+18;Pasangan capres dan cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara pemuda di Pilpres 2024. Ganjar-Mahfud punya visi-misi yang sejalan kebutuhan muda bisa diterjemahkan menjadi program terukur dan rasional. #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang https://t.co/esc2TRw2yG;0;0;0;0;in;1,57E+18;1,72E+18;Carolin19429239;https://twitter.com/Carolin19429239/status/1715965073766896009
Sun Oct 22 05:35:21 +0000 2023;1,72E+18;Pasangan capres dan cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara pemuda di Pilpres 2024. Ganjar-Mahfud punya visi-misi yang sejalan kebutuhan muda bisa diterjemahkan menjadi program terukur dan rasional. #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang https://t.co/NbPv9aGo7I;0;0;0;0;in;1,57E+18;1,72E+18;Carolin19429239;https://twitter.com/Carolin19429239/status/1715965041726640146
Sun Oct 22 05:34:49 +0000 2023;1,72E+18;Pasangan capres dan cawapres Ganjar-Mahfud berpeluang besar menggaet mayoritas suara kaum pemuda di Pilpres 2024. Ganjar-Mahfud harus punya visi-misi yang sejalan dengan kebutuhan kaum muda dan bisa diterjemahkan  #GanjarPresiden2024 #GanjarMahfud #GanjarMahfudMenang https://t.co/wKNC5xaE4m;0;0;0;0;in;1,70E+18;1,72E+18;matoamatata;https://twitter.com/matoamatata/status/1715964905998970964
